,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,flag_imaging,IFU,perturber_flag,flag_sigma,theta_E,theta_E_error,gamma,gamma_error,z_lens,z_source,sigma_v,sigma_v_error,q,comment_sigma,r_eff,r_eff_error,comment_imaging,n_bin,r_max,psf_ifu,fiber_scale,flag_ifu,ifu_file_name,comment_ifu,ra,dec,q_l,q_l_hi,q_l_lo,phi_l,phi_l_hi,phi_l_lo,gamma_hi,gamma_lo,theta_E_hi,theta_E_lo,phi_m,phi_m_hi,phi_m_lo,del_phi,del_phi_hi,del_phi_lo,q_m,q_m_hi,q_m_lo,gamma_ext,gamma_ext_hi,gamma_ext_lo,psi_ext,psi_ext_hi,psi_ext_lo,delta_dec,delta_dec_hi,delta_dec_lo,delta_ra,delta_ra_hi,delta_ra_lo,gamma_pct,gamma_pct_hi,gamma_pct_lo,theta_E_pct,theta_E_pct_hi,theta_E_pct_lo,RA,DEC
24,23,10,10,SDSSJ1143-0144,0,0,0,1,1.684,0.02,,,0.106,0.402,269.0,5.0,-1.0,,2.66,0.0931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.8735,-1.7416667
25,24,16,16,SDSSJ1153+4612,0,0,1,1,1.047,0.02,,,0.18,0.875,226.0,15.0,-1.0,,1.16,0.0406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.2949583,46.2014722
14,14,17,17,SDSSJ1204+0358,1,1,1,1,1.28733052389852,0.00903718422379165,2.17611682454546,0.0758878512943344,0.164,0.631,267.0,17.0,-1.0,,1.09,0.03815,,2,2,0.8,0.67,1.0,J1204_kinmap.fits,,181.183625,3.9684444000000000,0.987471907435149,0.0028419119572751200,0.00262066495833002,-48.7153248250455,5.202769067236230,4.78097822071362,0.0533947317790302,0.0621452386382595,0.0047174078580787300,0.00382279435952926,-3.80705724324838,2.83064926721391,3.18011130269174,44.1539956368795,6.264908191864520,5.75450503614974,0.818509185307886,0.0253580947830103,0.0300636151978475,0.056174409163482,0.00515085008169406,0.00552800261361695,-41.2801944245834,5.401633431291880,3.92809070259466,-0.0207700157897562,0.0076856482403595900,0.0103255206687542,-0.0525562363970238,0.0067351764476905,0.0064585676251663,2.18706184896184,0.0533947317790302,0.0621452386382595,1.28548520896337,0.0047174078580787300,0.00382279435952926,181.183625,3.9684444
39,38,34,34,SDSSJ1213+6708,0,0,1,1,1.4164,0.02,,,0.123,0.64,292.0,11.0,-1.0,,1.5,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.4190833,67.1413889
40,39,35,35,SDSSJ1218+0830,0,0,1,1,1.4502,0.02,,,0.135,0.717,219.0,10.0,-1.0,,2.7,0.0945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.61125,8.5139722
51,,,,SDSSJ1250-0135,-1,1,0,1,-1,0.02,,,0.0871,0.3529,246,9,,,4.01,0.2,no Einstein radius reported in Auger et al. 2009,4,4,0.8,0.67,0.0,J1250B_kinmap.fits,should have IFU flag=1 but does not have an Einstein radius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12h 50m 50s 520ms,−01:35:31.7,192.7105,-1.59213889
6,6,6,6,SDSSJ1250+0523,1,1,1,1,1.1191695221054400,0.029496490019088,1.92191647130672,0.0529884638722504,0.232,0.795,252.0,14.0,-1.0,,1.32,0.0462,,3.0,3.0,0.8,0.67,1.0,J1250A_kinmap.fits,,192.61775,5.3969722,0.892534239549173,0.00570971403712861,0.0156990495959083,-5.21385421194121,1.26873606175326,1.41427853798824,0.0794347494244441,0.0449997846136612,0.0046562310753424100,0.0032427623725972400,-59.5435211604729,23.1273384270148,4.38239309088198,-54.2256105807012,21.316494116296900,4.72266986464374,0.9072831753180470,0.0219828973745677,0.0271716796651569,0.0202671087314733,0.00688520560066539,0.0187195804922823,-73.47310338121460,74.2736835050778,6.399938935080020,-0.047464525999539100,0.00621578448160468,0.00412761699810682,0.0018055243428613400,0.005381551726334420,0.0057068877089446300,1.9125910834791600,0.0794347494244441,0.0449997846136612,1.11542873460964,0.0046562310753424100,0.0032427623725972400,192.61775,5.3969722
52,,,,SDSSJ1251-0209,0,1,1,0,0.84,0.02,,,0.2243,0.7843,233,23,,,5.34,0.2,,3.0,3,0.8,0.67,0.0,J1251_kinmap.fits,fast rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12h 51m 35s 710ms,−02:08:05.2,192.89879167,-2.13477778
18,18,36,36,SDSSJ1306+0600,1,0,1,0,1.29818695088993,0.0127069271201454,2.18220853357912,0.05481943566025430,0.173,0.472,237.0,17.0,-1.0,,1.25,0.04375,,,,,,,,,196.556875,6.006138900000000,0.90897001852446,0.0025600398524781,0.00285882137840165,-50.1890329727233,0.817146939592902,0.900015665776408,0.058053155476852,0.05152444230230250,0.0114140666609888,0.013378858845662,-39.245131092567700,3.06086673317906,2.5219503670322600,10.9592809809095,3.07443279265267,2.72572681096759,0.657646632846439,0.102929126898626,0.0703034654386776,0.00586390037757525,0.008404943460615440,0.003919614519835320,11.4497972698508,57.6924749738649,105.089666365849,-0.0830942280730375,0.0322154121697393,0.0258752331891734,-0.10941031345204,0.0716203347509742,0.0335235967201261,2.18140959334558,0.058053155476852,0.05152444230230250,1.29897412920749,0.0114140666609888,0.013378858845662,196.556875,6.0061389
22,40,37,37,SDSSJ1313+4615,1,0,1,0,1.30012015563451,0.0321983388864632,2.06487883905582,0.05016418057453,0.185,0.514,263.0,18.0,-1.0,,1.59,0.05565,,,,,,,,,198.2622083,46.2537778,0.806043760505044,0.0036423943978812800,0.0482704432833077,30.2056264941062,2.19934288008074,0.646058304870167,,,,,-13.296916582939600,35.476628576641100,2.7993986545347600,-43.7402034523576,36.0396835678304,2.7968520606619600,0.641191485112898,0.186659025152452,0.0267024160484727,0.097564525910722,0.0112615888273927,0.0966198916377175,-20.3397215441892,20.007229195065,2.5513866711894,-0.0331778301051886,0.0547461532940079,0.0130514715642308,0.0675382502173744,0.013759448351825,0.0697060321765657,2.07856847510768,0.0363651749091369,0.078225641304241,1.30219192443817,0.0106172247896887,0.0138717609765737,198.2622083,46.2537778
41,41,38,38,SDSSJ1319+1504,0,0,0,0,-1,0.02,,,0.154,0.606,235.0,14.0,-1.0,,0.77,0.02695,no Einstein radius reported in Auger et al. 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.8854167,15.0738889
53,,,,SDSSJ1330-0148,0,1,1,0,0.87,0.02,,,0.0808,0.7115,185,9,,,1.36,0.2,,3.0,3,0.8,0.67,0.0,J1330_kinmap.fits,rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13h 30m 45s 530ms,−01:48:41.6,202.68970833,-1.81155556
5,5,5,5,SDSSJ1402+6321,1,0,1,1,1.35454336136958,0.00337121321616277,2.23438975218076,0.0740928586892147,0.205,0.481,267.0,17.0,-1.0,,2.29,0.08015,,,,,,,,,210.6175417,63.3593056,0.758022162562984,0.00200592757762463,0.0019530204294926400,17.892558643939300,0.268361385188396,0.318024210124907,0.0635674590817712,0.0828710860412443,0.0029931021794704600,0.00293303487618779,23.5360498068368,1.50513211136014,1.59927116769831,5.62499328172616,1.47145519934189,1.52045142038946,0.698417627940164,0.0353107162136679,0.037787806321861,0.0104451455889021,0.0060951208232716100,0.00548924359700395,0.699986367907654,11.292557700699100,18.5862454527167,-0.00413484264456199,0.00547925537673129,0.0038898111632549,0.00040818735973988700,0.00171040196790996,0.00195099250869225,2.23939318459002,0.0635674590817712,0.0828710860412443,1.35441052346637,0.0029931021794704600,0.00293303487618779,210.6175417,63.3593056
47,47,47,47,SDSSJ1403+0006,0,0,1,1,0.8303,0.02,,,0.189,0.473,213.0,17.0,-1.0,,1.14,0.0399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.872875,0.1115
42,42,39,39,SDSSJ1432+6317,0,0,1,1,1.2580,0.02,,,0.123,0.664,199.0,8.0,-1.0,,3.04,0.1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0555833,63.2843889
54,,,,SDSSJ1443+0304,0,1,1,1,0.81,0.02,,,0.1338,0.4187,209,11,,,1.38,0.2,,2,2,0.8,0.67,0.0,J1443_kinmap.fits,rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14h 43m 19s 620ms,+03:04:08.2,220.83175,3.06894444
55,,,,SDSSJ1451-0239,0,1,1,1,1.04,0.02,,,0.1254,0.5203,223,14,,,2.64,0.2,,3.0,3,0.8,0.67,1.0,J1451_kinmap.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14h 51m 28s 190ms,−02:39:36.4,222.86745833,-2.66011111
19,19,40,40,SDSSJ1531-0105,1,0,1,1,1.70361116935609,0.007987051218089860,1.91588931464519,0.111624589075138,0.16,0.744,279.0,12.0,-1.0,,1.97,0.06895,,,,,,,,,232.958625,-1.0960278,0.671950607533472,0.00100179445472615,0.0009136737620641930,-55.118085697921500,0.104675399138102,0.099257628161439,0.134281779210118,0.0956212360238284,0.00619467352452285,0.0107635202597582,-60.8399465716337,3.71832975933755,3.1820056870900800,-5.72382920497692,3.65272365053129,3.1717871859115700,0.682848511971569,0.0247661848143482,0.0286362561359178,0.045958594227118700,0.0115622686671887,0.0313498206308809,-69.2666852421565,169.005918807509,7.94731918605332,0.04600525450175670,0.0163575133109644,0.0236308584355008,-0.083244036107662,0.0133326752343539,0.0132958336805213,1.90143857063431,0.134281779210118,0.0956212360238284,1.70512853267805,0.00619467352452285,0.0107635202597582,232.958625,-1.0960278
48,48,48,48,SDSSJ1538+5817,0,0,0,1,0.9952,0.02,,,0.143,0.531,189.0,12.0,-1.0,,1.0,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.5538333,58.2860556
43,43,41,41,SDSSJ1614+4522,0,0,1,0,0.8444,0.02,,,0.178,0.811,182.0,13.0,-1.0,,2.58,0.0903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.65725,45.3814722
20,20,42,42,SDSSJ1621+3931,1,0,1,1,1.26293956357045,0.00444354604009964,2.01578684208067,0.0597464186771104,0.245,0.602,236.0,20.0,-1.0,,1.51,0.05285,,,,,,,,,245.38745830000000,39.52905560000000,0.739277244319625,0.0018627820531322800,0.0017954339643491100,-53.185553808350900,0.296984431394996,0.271057658000053,0.059654374101537,0.0569626379200439,0.00424419762553852,0.00495365078899623,-49.9691812731235,2.08701275981532,2.64351983281259,3.16578930149332,2.1804029905816200,2.54479475904627,0.767993532333366,0.0239048745801205,0.0259013008265014,0.00672540054354916,0.00688544237202764,0.00449147084755743,40.555904975609,37.8352778106063,150.267344468273,-0.0514281456684904,0.00739787864813528,0.00921459296825604,0.0270434123359557,0.00471247800402415,0.004660602551029120,2.0141312028794,0.059654374101537,0.0569626379200439,1.26322901268054,0.00424419762553852,0.00495365078899623,245.3874583,39.5290556
0,0,0,0,SDSSJ1627-0053,1,1,1,1,1.22667301099294,0.00223981107315782,1.84612659408696,0.140922503025574,0.208,0.524,290.0,14.0,-1.0,,1.98,0.0693,,3.0,3.0,0.8,0.67,1.0,J1627_kinmap.fits,,246.9435417,-0.8993333,0.836322549835948,0.00351925706753331,0.00358537444200369,85.94615693094220,0.680309872792648,0.623414562613249,0.149145673359211,0.130686987336367,0.0021371049630281,0.00225877342300773,80.1928607946198,2.39616761316267,2.40239177515366,-5.82100013478123,2.46392404009153,2.445779714777,0.870649969095879,0.0114071761681596,0.0129805788445317,0.0262370087877466,0.0066479235691533,0.007475931528333690,-95.8456746882613,178.157958029661,5.210792348142390,0.00945290288640953,0.00497463526735084,0.00460455797233937,0.00239446840277279,0.00331909895563705,0.00369381787832646,1.83940631210602,0.149145673359211,0.130686987336367,1.22676105474504,0.0021371049630281,0.00225877342300773,246.9435417,-0.8993333
7,7,7,7,SDSSJ1630+4520,1,0,1,1,1.78618674214482,0.0291827553342554,1.99591488970689,0.029409988094165,0.248,0.793,276.0,16.0,-1.0,,1.65,0.05775,,,,,,,,,247.6173333,45.3434167,0.824583998809668,0.00346700768997876,0.0438362465070453,19.7004838368862,0.790433349655682,0.896209566532008,0.0226211604986237,0.0287560394739779,0.00463817872878347,0.00555310532411402,19.6180537561318,1.8304452426537,3.69075537971995,-0.0659418641432693,2.27180203679552,3.31889386481912,0.8265043084146850,0.0156413756151731,0.0107110814029578,0.0188847663703776,0.0037105838832434400,0.0176258970420666,26.4349928308319,5.02077863087608,26.122542337101500,0.0111272599027224,0.006492632175723230,0.00514943041859949,0.0036465047024149700,0.005610156068655030,0.005660153835953880,1.99676963339792,0.0226211604986237,0.0287560394739779,1.78757813308906,0.00463817872878347,0.00555310532411402,247.6173333,45.3434167
21,21,43,43,SDSSJ1636+4707,1,0,1,1,1.0992280346354900,0.00704600886341481,1.78424434766274,0.0688964476888152,0.228,0.675,231.0,15.0,-1.0,,1.68,0.0588,,,,,,,,,249.0109167,47.124888900000000,0.796953382378515,0.00169212143193409,0.0014135787902627200,-14.1888393430912,0.318608120762844,0.26079412593227500,0.0749379471122815,0.050786456452008,0.0057854660238188,0.00715537714557391,-3.84467786430646,2.49544679030166,2.57997968499155,10.3375503291099,2.51538939674312,2.5937432557265400,0.659350070418348,0.0346642380605862,0.0350195826160329,0.0548730881253394,0.0143940567984448,0.0174522139649129,-2.6434982974476600,6.02850979383955,6.90563738034495,-0.02734261676068,0.00888683102827212,0.00882223210259694,0.0159292123584723,0.00466669551186829,0.00533579791441433,1.77578571032628,0.0749379471122815,0.050786456452008,1.09986435195137,0.0057854660238188,0.00715537714557391,249.0109167,47.1248889
